url,IPv4 Address,Latitude,Longitude,ID
medidor.alterna.com.br , 177.53.168.9,-20.3189,-40.3378,12948
vta.testepower.com.br , 189.115.196.250,-20.3189,-40.3378,21544
spd29.claro.com.br , 191.247.241.28,-20.3189,-40.3378,21749
velocimetro-vta.virtua.com.br , 187.36.194.148,-20.3189,-40.3378,22472
mentalist.gtitelecom.net.br , 187.33.49.22,-20.3189,-40.3378,25896
speedtest.ebr.com.br , 189.14.208.34,-20.3189,-40.3378,28965
teste.wdstelecom.com.br , 186.237.242.18,-20.3189,-40.3378,26724
speedtest.exo.net.br , 138.204.224.142,-20.3189,-40.3378,29082
speed.newtecnologia.net.br , 168.227.139.26,-20.3189,-40.3378,29496
velocimetro.sinaistelecom.com.br , 177.222.143.46,-20.3275,-41.1359,9175
www.webroutefibra.com.br , 132.255.84.60,-20.3345,-47.7921,10734
teste.wifi-informatica.com.br , 200.225.223.131,-20.3345,-47.7921,29763
sp1.ipwifi.com.br , 186.232.72.40,-20.3364,-40.2936,5790
speedtest.meganetwork.net.br , 160.238.148.252,-20.3364,-40.2936,17929
speedtest.vilalink.com.br , 138.121.137.22,-20.3364,-40.2936,24828
speedtest.pontowifi.net , 170.244.212.4,-20.3364,-40.2936,13070
speedtestmanhumirim.winq.com.br , 131.0.164.12,-20.3597,-41.9589,30935
speedtest1.conquesttelecom.com.br , 187.108.80.83,-20.3861,-44.4772,24913
speedtest.eltecweb.com.br , 45.70.28.37,-20.3911,-49.4341,28190
speedtest.plug.net.br , 177.8.216.186,-20.4147,-44.4937,21324
medidor-novo.net-rubi.com.br , 186.237.224.14,-20.4172,-49.9728,25153
sp1.fibraconnect.com.br , 168.227.56.8,-20.4172,-49.9728,10604
velocidade.flashnetbrasil.com.br , 177.67.240.214,-20.4172,-49.9728,15297
ns1.infobrtelecom.com.br , 45.169.40.2,-20.4172,-49.9728,24529
speedtest.vipsnet.com.br , 177.39.80.15,-20.4202,-50.0805,21955
speedtest.goodnet.com.br , 45.231.200.221,-20.4323,-51.3487,24236
velocidade.speednetbandalarga.net.br , 45.65.180.10,-20.442,-52.8782,25104
linknetspeedtest.com.br , 187.29.160.182,-20.442,-52.8782,30849
speedtest.netribas.net.br , 170.83.88.23,-20.445,-53.7593,14848
speedookla.fibraplus.com.br , 45.174.220.51,-20.445,-53.7593,24318
speedtest.granadanet.com.br , 187.103.80.10,-20.451,-49.3247,18150
spd16.claro.com.br , 191.247.241.44,-20.4622,-54.6111,21735
speedtest.digitalnetms.com.br , 177.74.128.20,-20.4622,-54.6111,6336
speedtest.gigams.com.br , 170.80.32.9,-20.4622,-54.6111,25972
186.219.216.9 , 186.219.216.9,-20.4622,-54.6111,6469
speedtest.vpsnetwork.net.br , 170.81.84.22,-20.4622,-54.6111,20263
speedtest.lig10.com.br , 45.179.176.13,-20.4622,-54.6111,29743
st1.redeflextel.net.br , 138.255.72.6,-20.4622,-54.6111,12988
velocimetro-cpe.virtua.com.br , 189.7.76.138,-20.4622,-54.6111,22251
speedtest.vsp.com.br , 177.22.208.130,-20.4622,-54.6111,17339
speedtest.zapnetdigital.com.br , 201.148.236.21,-20.4622,-54.6111,9511
speedtest.ksolucoesnet.com.br , 179.185.88.106,-20.4622,-54.6111,26192
ww1.jdwireless.com.br , 168.194.112.30,-20.4622,-54.6111,10883
speedtest.netwarebrasil.com.br , 45.231.212.188,-20.4622,-54.6111,27518
spd39.claro.com.br , 191.247.239.148,-20.4622,-54.6111,30240
speedtest.vianetms.mkddns.com.br , 160.19.244.46,-20.4622,-54.6111,26835
speedtest.topnetms.com.br , 160.19.244.26,-20.4697,-54.6201,14410
velocimetro.vitalnetprovedor.com.br , 186.232.16.22,-20.4742,-45.962,8752
speedtest.mapminas.com.br , 177.39.204.166,-20.4742,-45.962,22915
ouronetspeedtest.velocidadenet.com.br , 177.104.21.242,-20.5236,-43.6914,26735
speedtest.com4.com.br , 189.90.130.132,-20.5333,-47.4,27829
speedtest.netbarretos.com.br , 186.211.16.59,-20.5572,-48.5678,7177
speedtest.goldweb.com.br , 138.219.221.98,-20.5572,-48.5678,21261
speedtest.explorert.com.br , 45.70.0.95,-20.5572,-48.5678,18817
speedtest.meganet.com.vc , 131.255.116.23,-20.5572,-48.5678,9190
velocimetro.fmaxtelecom.com.br , 45.170.83.24,-20.5762,-47.8733,23996
teste.visiotelecom.com.br , 192.145.199.228,-20.6351,-46.5055,26406
ookla.maximafibra.com.br , 45.168.244.6,-20.6351,-46.5055,27946
velocidade.routeway.com.br , 177.93.80.36,-20.6457,-47.2753,26949
speedtest.nextsp.com.br , 45.228.168.9,-20.649,-51.106,23846
teste.provinter.net.br , 200.168.252.125,-20.649,-51.106,26516
teste.acesse.net.br , 187.94.208.101,-20.6521,-41.9092,28044
speedtest.viareal.net , 177.184.105.140,-20.6639,-43.785,30584
speedtest.loga.net.br , 189.84.208.182,-20.6741,-40.4997,13556
speed.amigalink.com.br , 45.236.204.14,-20.6741,-40.4997,23917
teste.grupomegaspeed.com.br , 45.182.64.12,-20.6741,-40.4997,29424
speedtest.ftinet.com.br , 45.172.164.6,-20.6831,-50.5483,26959
speedtest.fastnetbr.com.br , 45.160.252.22,-20.6831,-50.5483,29750
unix2.sagainternet.com.br , 170.78.228.11,-20.6944,-50.0386,7371
speedtest.ftthtelecom.com.br , 181.191.8.25,-20.7175,-47.8858,11951
speedtest.wifitelecomorlandia.com.br , 45.160.229.250,-20.7175,-47.8858,24601
vel-pso.mastercabo.com.br , 187.120.77.39,-20.7189,-46.61,7559
speed.maxnet.com.br , 186.227.255.7,-20.7189,-46.61,25002
speedtest.pss.avancar.com.br , 177.93.168.21,-20.7189,-46.61,12921
speedtest.eitelecom.com.br , 177.155.164.220,-20.7221,-46.6133,13426
177.129.28.43 , 177.129.28.43,-20.7314,-48.0578,6105
speedtest1.vsatelecom.com.br , 177.129.48.28,-20.7474,-42.8833,26999
speedtest.gigabytetls.com.br , 160.20.32.9,-20.7511,-51.6783,18853
speedtest.redeconectividade.com.br , 138.121.152.10,-20.7511,-51.6783,27840
speedtest.yestelecom.net.br , 45.227.248.6,-20.7511,-51.6783,18427
speedtest1.grupotelnet.com.br , 179.191.12.5,-20.7511,-51.6783,5365
teste.multnetfibra.com.br , 45.170.73.3,-20.7539,-42.8819,29563
speedtest.masternetfibra.com.br , 131.0.8.34,-20.7539,-42.8819,28352
host02.genesysnet.com.br , 170.0.24.13,-20.7682,-49.7104,20785
speedtest.gtxnet.com.br , 170.244.160.14,-20.7682,-49.7104,24212
speedtest.rgtsolucoes.com.br , 191.5.96.114,-20.7886,-48.3319,28173
speedtest.bdnet.com.br , 177.184.58.6,-20.7918,-40.8136,14622
guaptelnet.com.br , 138.59.240.4,-20.794,-49.2211,13231
speed.awinternet.com.br , 200.229.84.4,-20.8081,-49.3811,13000
velocidade.n4telecom.com.br , 177.66.228.133,-20.8081,-49.3811,8181
speed1.radionetriopreto.com.br , 186.211.63.247,-20.8081,-49.3811,10949
velocidade.amplitudenet.com.br , 187.120.223.26,-20.8081,-49.3811,27020
teste.uplinktelecom.com.br , 131.72.53.150,-20.8081,-49.3811,24279
speed01.netcaster.us , 45.172.116.39,-20.8081,-49.3811,24943
sp1.opcaonetmirassol.com.br , 177.8.117.74,-20.8173,-49.5211,12224
easyconnect.com.br , 45.226.160.2,-20.8173,-49.5211,16053
speedtest.amiganet.com.br , 177.39.199.246,-20.8173,-49.5211,21701
speedtest.lazernet.com.br , 186.227.16.40,-20.8173,-49.5211,22565
speedtest.megalinkwifi.com.br , 45.70.140.6,-20.8333,-48.8,16115
speedtest.viaprovedor.com.br , 191.5.112.27,-20.8333,-48.8,26637
speedtest.iz1.com.br , 187.120.47.215,-20.842,-40.7357,28635
speedtest.turbonettelecom.com.br , 131.255.70.74,-20.88,-48.8089,8012
reunion3.speedtest.orange.fr , 80.12.65.60,-20.8907,55.4551,24492
velocidade.compuservice.psi.br , 177.87.36.3,-20.8933,-47.5926,9815
www.redetelecom.com.br , 186.194.190.82,-20.8958,-51.3789,25750
speedtest.netfacil.net.br , 177.131.1.107,-20.8969,-45.2769,30336
speedtest.infraconect.com.br , 192.12.112.35,-20.907,-48.6392,17683
speedtest.microbluemap.com.br , 45.239.100.4,-20.907,-48.6392,28378
speedtest-fibra.ns.net.br , 189.51.192.77,-20.9169,-46.9908,26708
speedtest.ssp.avancar.com.br , 170.247.44.50,-20.9169,-46.9908,28224
sp1.housenet.net.br , 45.6.192.135,-20.9172,-46.984,28304
speedtest-ss.optilink.net.br , 45.232.132.138,-20.9172,-46.984,14075
teste.hoby.com.br , 131.72.104.4,-20.9307,-54.9697,27479
ookla2.minasturbo.com.br , 177.11.84.3,-20.9385,-46.0945,14536
speedtest.mdbrasil.com.br , 187.73.145.250,-20.9496,-48.4795,18069
st.carandainet.com.br , 189.124.25.254,-20.9509,-43.8028,23735
speedtest.connecttitelecom.com.br , 177.21.39.130,-20.9584,-49.0256,25092
speedtest.tabapuanet.net.br , 187.102.71.197,-20.9584,-49.0256,25295
speedtest2.nexttel.com.br , 186.225.64.27,-21.0138,-42.8376,17309
velocidade.telesert.com.br , 45.168.25.110,-21.0139,-48.2216,28330
speedtest.worldnetparaiso.com.br , 177.52.27.254,-21.0147,-48.775,22582
teste.netpontal.net.br , 131.100.75.146,-21.0273,-48.0353,26494
speedtest.jardnet.com.br , 177.52.80.27,-21.0278,-47.7772,8924
speedtest1.tlftelecom.com.br , 45.166.208.5,-21.0278,-47.7772,24600
speedtest.velbras.com.br , 191.243.12.35,-21.0424,-49.3766,10675
speedtest.oquei.com.br , 200.95.193.129,-21.0528,-49.6878,19460
speedtest.alphabrasil.net.br , 45.171.35.8,-21.0652,-50.1441,26718
speedtest.jdnet.com.br , 187.49.240.21,-21.0806,-49.2407,19663
sp1.microecianet.com.br , 168.205.43.233,-21.0897,-48.6607,10502
speedtest5.internetsky.com.br , 177.200.75.127,-21.0911,-47.1519,26854
177.66.48.4 , 177.66.48.4,-21.0965,-45.0879,8914
speedtest.netmaismg.com.br , 138.36.128.10,-21.1101,-45.8303,8672
speedtest.resendenet.com.br , 187.109.187.198,-21.1123,-46.4008,18620
unix2.mtnet.net.br , 187.102.79.222,-21.1319,-48.9775,8776
speedtest.skynew.com.br , 177.21.48.37,-21.1319,-48.9775,25212
sp1.diatel.net.br , 138.99.64.50,-21.1319,-48.9775,9750
st1.netflexbr.com , 177.11.176.5,-21.1319,-48.9775,24092
sp.muriae.link10.net.br , 177.44.144.141,-21.1333,-42.3667,10841
test1.turbosp.com.br , 177.185.48.10,-21.138,-47.9901,15289
speedtest.3ax.com.br , 189.84.159.118,-21.138,-47.9901,25324
speedtest.sertaonet.net.br , 177.155.232.245,-21.138,-47.9901,25038
speedtest.redfox.net.au , 202.144.176.23,-21.1425,149.1821,13434
speedtest.mgconecta.com.br , 187.94.192.12,-21.15,-44.2667,2447
speedsoe.city10.com.br , 177.126.224.8,-21.15,-44.2667,30269
speedtest-pnc-01.brasilnet.net.br , 189.90.127.56,-21.153,-42.2147,30787
speedtest.oversoft-net.com.br , 200.23.180.22,-21.1656,-51.0429,13081
speedtest.weclix.com.br , 45.177.79.195,-21.1783,-47.8067,25507
velocimetro-rib.virtua.com.br , 189.63.251.107,-21.1783,-47.8067,21577
speedtest3.internetsky.com.br , 177.200.75.68,-21.1783,-47.8067,23134
speedtest-2.radiobrastelecom.com.br , 131.100.135.157,-21.1783,-47.8067,26000
speed.netforcetelecom.com.br , 170.231.157.4,-21.1783,-47.8067,26684
velocidade.insidesign.com.br , 186.224.105.20,-21.1783,-47.8067,2890
speedtest.zerointernet.com.br , 45.65.212.11,-21.1783,-47.8067,13473
speedtest.outtelecom.com.br , 45.186.212.26,-21.1783,-47.8067,30920
speedtest1.moriahnet.com.br , 45.183.12.13,-21.1783,-47.8067,27880
speedtest.pindoramaonline.com.br , 45.237.115.3,-21.1868,-48.9081,26797
speedtest-mii-01.brasilnet.net.br , 189.90.127.55,-21.1969,-42.6142,30785
ookla.falemais.net.br , 138.255.192.61,-21.2,-46.9833,26399
ookla.urupesnet.com.br , 138.36.123.246,-21.2036,-49.294,21874
velocimetroitap.itanet.psi.br , 177.223.13.94,-21.205,-41.8878,25106
speedtest.vivanett.com.br , 45.185.236.12,-21.2077,-47.6048,29463
speedtest.pontualfiber.com.br , 45.70.84.7,-21.2081,-50.4406,14969
speedtest.ensite.com.br , 201.49.65.85,-21.2089,-50.4328,25999
speedtest.netplay.net.br , 177.72.8.8,-21.2089,-50.4328,13067
speedtest.city10.com.br , 187.85.85.94,-21.2258,-43.7739,30213
speedtest.net-rosas.com.br , 189.124.16.190,-21.2258,-43.7739,17753
ookla.oyster.net.ck , 202.65.32.145,-21.2292,-159.7763,11381
speedtest-cpg.netmaismg.com.br , 138.36.128.13,-21.2371,-45.7592,19538
speedtest1.m3netfibra.com.br , 45.171.44.251,-21.2388,-47.9749,27610
vel-lav.mastercabo.com.br , 191.53.4.231,-21.245,-45,4110
speedtest.atellanet.com.br , 168.195.49.46,-21.2517,-46.5806,26601
sp.rocketnet.com.br , 143.0.151.252,-21.2547,-48.3222,7860
speedtest.velocetelecom.com.br , 45.229.23.197,-21.2547,-48.3222,18508
speedtest.sistelfibra.com.br , 45.165.80.221,-21.2547,-48.3222,28464
speedtest.veloxnett.com.br , 200.186.235.136,-21.2547,-48.3222,30956
velocidade.newsignal.net.br , 45.181.48.20,-21.2547,-48.3222,29373
speedtest.clinic.net.br , 201.7.222.85,-21.2558,-52.0369,25632
ookla.redenets.com.br , 179.106.85.252,-21.2569,-46.1421,22156
sp1.rdfnet.com.br , 187.109.80.21,-21.2667,-43.1667,7225
speedtest1.internetsky.com.br , 177.200.75.66,-21.275,-47.3014,27006
www.webnetprovedores.com.br , 170.0.48.26,-21.2798,-49.4087,25035
speedtest.ensite.com.br , 201.49.65.85,-21.2886,-50.34,6071
sp1.prismarede.com.br , 45.70.124.43,-21.2886,-50.34,18483
speedtest.fasttelecom.net.br , 138.97.36.83,-21.2886,-50.34,13993
speedtest.fittelecom.com.br , 177.154.33.233,-21.2886,-50.34,27678
speedtest.3net.com.br , 177.152.144.9,-21.2886,-50.34,6579
speedtest.polixnet.com.br , 167.250.250.204,-21.2886,-50.34,23044
speedtest.fliptelecom.com.br , 45.170.21.99,-21.2886,-50.34,26665
ookla.tcpnet.net.br , 45.236.65.52,-21.2886,-50.34,29849
speedtest-sta-01.brasilnet.net.br , 191.36.192.140,-21.2898,-42.5528,30786
ns1.qweb.com.br , 168.194.252.2,-21.2915,-50.3436,14085
speedtest.brasturbotelecom.com.br , 177.93.160.222,-21.2954,-46.7977,27255
ookla1.conectainternetbandalarga.net.br , 170.0.236.53,-21.3205,-42.8833,11140
speedtest1.nicnet.com.br , 45.4.35.197,-21.3407,-47.7353,9819
velocidade.megalinkbandalarga.com.br , 45.161.243.2,-21.3618,-48.2423,24206
speedtest.milbr.net , 187.120.240.36,-21.3696,-46.5217,23486
ns1.ondanetitajobi.com.br , 170.238.228.218,-21.3731,-49.0009,18092
187.102.77.237 , 187.102.77.237,-21.3731,-49.0009,9324
speedtest.inftelecom.com.br , 138.186.75.235,-21.3833,-41.35,9405
speedtest.redeplaneta.com.br , 170.0.88.12,-21.4,-46.25,28455
tests.tpnet.psi.br , 177.54.185.254,-21.4061,-45.6272,11101
speedtest.conecta.psi.br , 177.39.12.171,-21.4061,-45.6272,15867
speedtest2.intercanal.com.br , 131.221.188.21,-21.407,-48.5052,22684
speedtest.abcrede.com.br , 187.17.195.70,-21.4083,-51.5781,23091
speedtest.milaninnet.com.br , 45.71.15.28,-21.4197,-50.0775,14871
speedtest.pliscabo.com.br , 177.185.160.61,-21.4197,-50.0775,23366
velocidade.maxcomm.com.br , 177.129.248.118,-21.4197,-50.0775,30602
speedtest.redepop.com.br , 187.86.96.9,-21.4333,-45.95,4788
teste.itop.net.br , 192.140.88.18,-21.4333,-45.95,22727
speed.netcommnet.com.br , 201.182.236.5,-21.4333,-45.95,23686
speedtest.rftelecom.net.br , 138.255.112.54,-21.46,-54.3806,28967
ava1.ltsolucoes.com , 45.225.142.2,-21.4617,-49.9481,10621
speedtest.conexaotelecom.net.br , 177.67.4.137,-21.4649,-47.0493,11045
speedtest.artelecom.com.br , 187.49.218.114,-21.4649,-47.0145,13858
speedtest1.alfatelecomunicacoes.net.br , 138.59.40.233,-21.47,-41.1189,8003
speedtest.fokusnet.com.br , 177.74.80.10,-21.4908,-51.5384,15398
sp.lpd.link10.net.br , 177.44.144.142,-21.5301,-42.6425,10956
speedtest-ldp-01.brasilnet.net.br , 189.90.127.54,-21.5301,-42.6425,30784
vel-vga.mastercabo.com.br , 187.120.97.151,-21.55,-45.4333,7209
medidor.grupofonelight.com.br , 177.91.32.24,-21.55,-45.4333,19926
speedtest.netvga.com.br , 187.108.96.166,-21.55,-45.4333,21855
speedtest.milla.com.br , 177.67.128.20,-21.554,-42.1968,27547
teste.milla.com.br , 177.67.128.20,-21.554,-42.1968,27669
speedvga.starweb.com.br , 187.110.216.14,-21.5561,-45.4368,14965
ns1.migonet.com.br , 177.92.248.10,-21.5597,-50.4492,24832
speedtest01.maxtelecom.com.br , 177.38.20.11,-21.568,-45.7142,21803
speedtest.worldnettelecom.com.br , 177.52.29.253,-21.5951,-48.8164,21964
speedtest2.netg3.com.br , 45.6.148.11,-21.603,-48.3644,19549
speedtest.processtelecom.com.br , 186.194.79.242,-21.603,-48.3644,23590
speedtest.eloinet.com.br , 187.45.32.73,-21.6098,-45.5663,23032
speedtest.disksistema.com.br , 177.128.120.47,-21.611,-55.1683,14598
guaicara.ltsolucoes.com , 45.225.142.2,-21.6231,-49.797,20777
sp2.avianet.com.br , 201.182.120.5,-21.6231,-49.797,22975
speedtest1.sfnet.com.br , 177.66.88.6,-21.6458,-41.7469,4475
sp1.avianet.com.br , 201.182.120.3,-21.6741,-49.7388,14694
speedtest.linsfibra.com.br , 189.126.168.35,-21.6741,-49.7388,22401
axnet01.rbsti.com.br , 187.102.48.25,-21.6782,-45.9223,27549
speed.adastel.com.br , 187.86.112.10,-21.6824,-51.0741,13977
test.inetradio.com.br , 168.121.172.5,-21.6824,-51.0741,30728
speedtest.waynet.com.br , 177.70.128.20,-21.6947,-45.2512,26015
speedtest.conectaprovedor.com.br , 177.85.140.162,-21.6947,-45.2512,24515
speed1.trixnetwork.com.br , 170.150.94.3,-21.6955,-45.8881,18876
speedtest.strnet.com.br , 177.22.65.123,-21.7034,-47.2708,18619
speedtest.thsprovider.com.br , 186.209.7.19,-21.7103,-47.4781,6143
speed.censanet.com.br , 187.63.100.45,-21.7539,-41.3239,11754
speedtest.netsystemcampos.com.br , 131.100.12.26,-21.7539,-41.3239,13476
ookla.arrobanetbandalarga.net.br , 143.137.32.20,-21.7539,-41.3239,27776
speedtelcomunicacoes.net.br , 138.36.199.70,-21.7539,-41.3239,8675
ookla.newnetprovedor.net.br , 131.100.106.30,-21.7539,-41.3239,29725
sonic.raphaelisp.com.br , 45.226.109.194,-21.7539,-41.3239,28372
speedtest.mbgtecnologias.com.br , 191.253.39.9,-21.7567,-48.8323,16486
speedtest.innovatecnologia.com.br , 164.163.55.30,-21.7567,-48.8323,25837
speedtest.helptelecom.net.br , 45.226.92.10,-21.7567,-48.8323,13666
speedtest.fibranetjf.com.br , 45.227.80.50,-21.7624,-43.3437,27884
speedtest.voltecautomacao.com.br , 168.232.244.46,-21.7626,-41.318,13664
speedtest.centersattelecom.com.br , 45.161.192.18,-21.7627,-41.3185,21032
sp1.infolinebandalarga.com.br , 131.100.241.91,-21.7627,-41.3185,10042
speed.provedorlinkweb.com.br , 177.84.44.38,-21.7627,-41.3185,26395
speedtest.novaportonet.com.br , 177.190.72.26,-21.7669,-52.1096,25228
speedtest.telcominternet.com.br , 45.231.99.235,-21.767,-47.083,17174
speed.outcenter.com.br , 179.96.253.38,-21.7878,-46.5608,6840
pcs.starweb.com.br , 170.0.204.6,-21.7878,-46.5608,11223
velocidade1.techs.com.br , 186.232.248.115,-21.7947,-48.1761,7764
speedtest.providersos.com.br , 177.184.152.8,-21.8047,-54.5433,30552
speed.realinternet.com.br , 177.8.64.43,-21.8539,-47.4789,7250
speedtest.migopv.com.br , 143.202.100.10,-21.8744,-51.8443,29264
spd1.tcvnet.com.br , 189.124.0.9,-21.8744,-51.8443,16419
velocimetro.descalnet.com.br , 132.255.216.23,-21.9159,-47.6203,27985
speedtest.skylinenet.com.br , 45.172.96.19,-21.9221,-50.7318,24419
speedtest.sumicity.net.br , 189.113.72.182,-21.9315,-42.6076,27668
velo.bittelecom.net , 186.193.32.58,-21.934,-50.5196,15032
speedtest.tvctupa.com.br , 189.126.168.37,-21.934,-50.5196,16651
ookla.redevirtuamax.com.br , 45.4.188.37,-21.9484,-44.189,30310
sp1.redeeserv.com.br , 177.66.255.2,-21.9484,-44.189,20102
speedtest.h-nettelecom.com.br , 45.172.243.7,-21.9961,-47.4258,27286
veloz.lancernet.com.br , 187.121.200.11,-21.9961,-47.4258,5095
velocidade.clig.net.br , 201.33.200.19,-22.0178,-47.8908,8093
aipinternetspeedtest.com.br , 45.161.28.6,-22.0178,-47.8908,30705
speedtest.wiptelecomunicacoes.com.br , 143.255.135.53,-22.029,-48.9082,25529
teste.nowtech.com.br , 186.235.0.35,-22.0294,-46.3369,10628
speedtest.heliodora.com.br , 186.232.64.29,-22.0561,-45.5441,11773
speedtest-dus-01.brasilnet.net.br , 189.90.127.53,-22.0708,-42.5117,30780
teste.barinet.com.br , 170.81.232.242,-22.0753,-48.7418,27802
speedtest.cnnet.com.br , 187.62.176.45,-22.0753,-48.7418,26931
dns1.faciliti.net.br , 200.142.176.9,-22.0839,-41.8723,14324
servidorookla.centralfm.com.br , 131.72.23.205,-22.0981,-46.1893,26685
st-quissama.workbandalarga.net.br , 177.93.152.14,-22.1036,-41.4697,7783
speedslo.starweb.com.br , 189.50.144.249,-22.1124,-45.028,21962
speedtest.raimaxfibra.com.br , 186.233.181.82,-22.1124,-45.028,17999
speedtest.fleetnet.com.br , 143.208.125.20,-22.1211,-51.393,15225
speedtest.assim.net , 189.124.89.1,-22.1256,-51.3889,4330
speed.powernettelecom.com.br , 168.228.156.10,-22.1256,-51.3889,18550
teste.stetnet.com.br , 187.73.220.78,-22.1256,-51.3889,25599
speedtest1.cabonnet.com.br , 186.194.224.2,-22.1256,-51.3889,27991
speedtest.oestenet.com.br , 189.124.89.22,-22.1256,-51.3889,24466
speedtest.installnet.com.br , 170.82.16.221,-22.1256,-51.3889,12275
test.vasinformatica.com.br , 131.221.185.197,-22.1751,-47.0972,26529
speedtest.fbinfonet.com.br , 45.235.149.237,-22.1751,-47.0972,27445
medidor.sp2multi.com.br , 138.185.4.7,-22.1861,-47.3906,25022
speedtest.miragetelecom.com.br , 177.21.192.5,-22.1892,-47.3978,30697
speedtest.xturbo.com.br , 177.52.104.25,-22.1892,-47.3978,23928
speedtest.server.imf.net.br , 191.5.164.60,-22.2139,-49.9458,19972
spd1.life.com.br , 201.62.64.118,-22.2139,-49.9458,3705
speedtest1.internetway.com.br , 191.242.48.7,-22.2139,-49.9458,7010
speedtest.blueweb.com.br , 131.196.152.229,-22.2139,-49.9458,17790
speedtest.abasetelecom.com.br , 200.162.160.29,-22.2139,-49.9458,16866
minhaconexao.hokinet.com.br , 170.254.136.18,-22.2208,-54.8058,11869
speedtest.viaparque.net.br , 138.97.216.27,-22.2208,-54.8058,12135
speedtest.mitastelecom.com.br , 45.185.216.15,-22.2208,-54.8058,30521
speed.rostelecom.com.br , 177.124.64.99,-22.2214,-51.3028,5323
teste.67telecom.com.br , 45.232.214.246,-22.2272,-54.8291,23540
lg.britis.net.br , 189.38.5.6,-22.2281,-45.9336,7641
ookla.agnetbandalarga.com.br , 177.72.223.235,-22.2281,-45.9336,15437
vel-psa.mastercabo.com.br , 177.44.104.33,-22.2281,-45.9336,18344
speedtest1.fullnet.com.br , 138.255.222.5,-22.2281,-45.9336,7516
speedtest.turbonetprovider.com.br , 138.204.48.90,-22.2281,-45.9336,7220
speedpsa2.starweb.com.br , 179.191.159.14,-22.2281,-45.9336,21255
velocidade.netpa.com.br , 45.236.49.87,-22.2281,-45.9336,29137
velocidade.dtctelecom.com.br , 177.10.45.30,-22.2281,-45.9336,26794
speedtest.trixnetwork.com.br , 170.150.92.11,-22.2519,-45.7028,21041
speedtest.sapucainet.net.br , 177.66.71.232,-22.2519,-45.7028,9723
osconnect.wlssolucoes.net.br , 177.52.212.7,-22.2567,-47.817,25920
sp1.gigalink.com.br , 189.1.48.29,-22.2667,-42.5333,2064
speedtest.logiclink.com.br , 131.100.120.21,-22.2692,-46.1641,25237
www.totalvia.com.br , 186.227.47.48,-22.2753,-51.5,2626
speedtest.nautile.net , 115.126.191.13,-22.2758,166.4581,8840
speedtest.mls.nc , 202.22.224.2,-22.2758,166.4581,2038
ookla.lagoon.nc , 202.22.157.250,-22.2758,166.4581,21299
st1.iconnecta.com.br , 177.47.175.18,-22.2828,-46.3689,9997
dns2.hardonline.com.br , 189.126.224.5,-22.2828,-46.3689,26139
mirantespeedtest.pontalnet.com.br , 143.208.114.30,-22.2948,-51.9078,21425
speedtest.pantanaltelecom.com.br , 45.172.86.197,-22.305,-53.8188,19070
speedtest.ativanetms.net.br , 45.5.240.11,-22.305,-53.8188,28929
ns1.nettoninho.com.br , 201.7.77.210,-22.305,-53.8188,29982
speedtest.ultrawave.com.br , 200.52.21.84,-22.3147,-49.0606,5916
speedtest.fibernetsja.com.br , 45.178.116.12,-22.3294,-45.5222,26508
vel1.neolink.com.br , 186.233.16.21,-22.3303,-47.1725,6684
velocidade.spacenet.com.br , 177.137.136.6,-22.3303,-47.1725,25013
speedtest.fila.net.py , 45.228.60.6,-22.3523,-60.0375,17822
speedtest.xturbo.net.br , 177.52.104.15,-22.3572,-47.3844,2158
speedtest.chaco.net.py , 191.97.120.20,-22.3745,-59.8295,17969
speedtest.fatimavideo.com.br , 177.73.106.20,-22.3796,-54.5133,20502
speedtest-fat.newparce.com.br , 186.226.203.18,-22.3796,-54.5133,28057
sp1.alternativaip.net.br , 132.255.92.3,-22.3837,-41.7827,18177
speedtest.pwnet.net.br , 168.197.237.105,-22.3837,-41.7827,24810
ookla.ultralinknet.net.br , 189.39.39.43,-22.3837,-41.7827,26568
speedtest.flechanet.com.br , 200.229.168.6,-22.3837,-41.7827,29086
speed.fibervipinternetbandalarga.com.br , 45.163.148.70,-22.414,-50.576,21017
speedtest.gruponr.com.br , 179.191.240.195,-22.4149,-47.5651,13236
www.talklink.com.br , 138.121.63.231,-22.4149,-47.5651,12240
speed2.velloznet.com.br , 168.232.72.4,-22.418,-44.2956,27040
speeditj.starweb.com.br , 131.221.68.14,-22.423,-45.4603,14967
speedtest.fastnet.net.br , 201.159.155.133,-22.4258,-45.4528,12198
vel-ija.mastercabo.com.br , 191.53.42.230,-22.4258,-45.4528,6568
server01inovadoranet.rbsti.com.br , 192.141.116.4,-22.4362,-46.8229,25648
speedtest.k2telecom.net.br , 191.241.67.14,-22.4628,-42.6528,8128
velocimetro.datacoretelecom.com.br , 138.219.197.245,-22.4651,-41.9395,19701
teste.mtnettelecom.com.br , 45.189.52.12,-22.4651,-41.9395,29958
velocimetro.flixtelecom.net.br , 132.255.110.244,-22.4714,-44.4534,26056
speedtest-cdn.redenetprovedor.com.br , 45.238.228.66,-22.4715,-48.9791,20801
speed.multiplarj.com.br , 177.184.72.9,-22.472,-43.8273,12873
teste.speedynettelecom.com.br , 191.243.146.90,-22.472,-43.8273,29906
lg.brasconect.com.br , 177.104.209.58,-22.4739,-45.618,17843
ln1.asernet.com.br , 177.86.96.58,-22.4749,-46.6325,10374
